car,price,body,mileage,engType,registration,year,years since
Honda,2700,sedan,357,Petrol,yes,1993,23
Skoda,11485.5,hatch,1,Petrol,yes,2015,1
Hyundai,10800,sedan,182,Gas,yes,2008,8
Volkswagen,7500,sedan,272,Gas,yes,2002,14
Skoda,18520,hatch,0,Petrol,yes,2016,0
Skoda,18255,sedan,0,Petrol,yes,2016,0
Skoda,15520,sedan,0,Petrol,yes,2016,0
Peugeot,0,other,48,Diesel,yes,2014,2
Peugeot,7300,hatch,98,Petrol,yes,2012,4
Toyota,21800,crossover,63,Petrol,yes,2013,3
Nissan,6600,sedan,110,Petrol,yes,2007,9
Mercedes-Benz,11800,sedan,215,Petrol,yes,2003,13
BMW,12800,sedan,194,Gas,yes,2002,14
Chevrolet,5500,sedan,168,Petrol,yes,2005,11
Mercedes-Benz,13000,sedan,191,Petrol,yes,2005,11
Renault,2850,hatch,315,Diesel,no,2003,13
Mercedes-Benz,137000,crossover,82,Petrol,yes,2014,2
Hyundai,9500,crossover,170,Gas,yes,2008,8
Volkswagen,4999,hatch,300,Diesel,yes,1999,17
Audi,23000,other,115,Petrol,yes,2008,8
Renault,8800,van,205,Diesel,yes,2006,10
Honda,10500,sedan,190,Gas,yes,2006,10
Mercedes-Benz,21000,crossover,208,Petrol,yes,2007,9
Renault,9300,van,94,Diesel,yes,2012,4
GAZ,1296.75,sedan,70,Gas,yes,1982,34
Hyundai,8200,hatch,27,Petrol,yes,2011,5
Ford,11500,hatch,19,Petrol,yes,2011,5
Mercedes-Benz,56800,sedan,74,Petrol,yes,2010,6
Daewoo,2999,other,214,Petrol,yes,2007,9
Citroen,3100,van,300,Diesel,yes,1999,17
Nissan,17900,crossover,80,Petrol,yes,2009,7
Mercedes-Benz,42500,sedan,100,Petrol,yes,2011,5
BMW,3500,hatch,1,Petrol,yes,2006,10
Ford,9900,hatch,78,Petrol,yes,2013,3
Volkswagen,4200,sedan,1,Petrol,yes,2012,4
Audi,2099,sedan,314,Diesel,no,1996,20
Mercedes-Benz,0,other,176,Diesel,yes,2008,8
Chevrolet,6000,sedan,105,Petrol,yes,2007,9
Skoda,8500,sedan,203,Gas,yes,2007,9
Renault,3400,van,260,Diesel,no,2005,11
Renault,4600,van,265,Diesel,yes,2008,8
Land Rover,29500,crossover,141,Diesel,yes,2008,8
Ford,20900,hatch,3,Other,yes,2015,1
Skoda,5550,sedan,170,Petrol,yes,2002,14
Audi,13200,vagon,182,Gas,yes,2003,13
VAZ,2450,sedan,152,Petrol,yes,2005,11
Volkswagen,10000,van,220,Diesel,yes,2008,8
VAZ,9151.35,vagon,0,Petrol,yes,2016,0
Renault,13900,vagon,89,Diesel,yes,2013,3
Toyota,13500,crossover,150,Gas,yes,2002,14
BMW,33500,sedan,1,Petrol,yes,2015,1
Lexus,55723.2,crossover,24,Petrol,yes,2014,2
Kia,13500,crossover,107,Diesel,yes,2008,8
SsangYong,19000,crossover,70,Diesel,yes,2013,3
Volkswagen,9900,van,149,Diesel,yes,2013,3
Skoda,19740,sedan,0,Petrol,yes,2016,0
Mercedes-Benz,115000,sedan,47,Petrol,yes,2013,3
Audi,35000,sedan,92,Petrol,yes,2013,3
Opel,4000,vagon,320,Diesel,no,2005,11
Volkswagen,9800,van,220,Diesel,yes,2008,8
Kia,22000,crossover,70,Other,yes,2013,3
Isuzu,6000,crossover,175,Diesel,yes,1987,29
Mercedes-Benz,2600,hatch,178,Diesel,no,1999,17
Renault,8000,sedan,175,Gas,yes,2005,11
Nissan,7700,sedan,130,Gas,yes,2008,8
Daewoo,3250,sedan,153,Petrol,yes,2004,12
Land Rover,53500,crossover,120,Diesel,yes,2011,5
Kia,3700,other,420,Petrol,yes,2002,14
Hyundai,6400,sedan,113,Petrol,yes,2007,9
Volkswagen,4500,hatch,199,Petrol,yes,1996,20
Toyota,12000,sedan,133,Gas,yes,2008,8
Opel,3800,hatch,169,Petrol,yes,2000,16
Volkswagen,4300,vagon,289,Petrol,yes,1994,22
Honda,17000,crossover,110,Petrol,yes,2007,9
Renault,10900,van,138,Diesel,yes,2012,4
Volkswagen,4400,sedan,290,Gas,yes,1997,19
Daewoo,3600,hatch,106,Petrol,yes,2006,10
Seat,1550,hatch,100,Other,yes,1991,25
Ford,2600,hatch,180,Diesel,yes,1999,17
Chevrolet,7400,sedan,126,Gas,yes,2007,9
Skoda,38680,sedan,0,Petrol,yes,2016,0
Volkswagen,7800,van,380,Diesel,yes,1999,17
Volkswagen,14000,crossover,194,Gas,yes,2004,12
Audi,2650,vagon,268,Diesel,no,2000,16
Mercedes-Benz,22000,crossover,225,Gas,yes,2007,9
BMW,5000,sedan,305,Petrol,yes,1995,21
Skoda,17200,sedan,102,Petrol,yes,2013,3
Nissan,12000,hatch,14,Petrol,yes,2014,2
BMW,24999,vagon,24,Petrol,yes,2012,4
Volkswagen,17900,crossover,70,Petrol,yes,2012,4
GAZ,2200,other,32,Gas,yes,2002,14
Toyota,15500,sedan,129,Other,yes,2008,8
Kia,22500,crossover,70,Diesel,yes,2013,3
Suzuki,11000,crossover,136,Petrol,yes,2007,9
Opel,11500,sedan,125,Petrol,yes,2008,8
ZAZ,6650,hatch,44,Petrol,yes,2013,3
Ford,8600,hatch,36,Petrol,yes,2013,3
Skoda,14000,sedan,70,Petrol,yes,2008,8
BMW,5000,sedan,400,Petrol,yes,1991,25
Renault,8500,sedan,57,Gas,yes,2013,3
Audi,9800,hatch,165,Gas,yes,2006,10
Toyota,17200,crossover,149,Petrol,yes,2008,8
Mitsubishi,2500,crossover,1,Diesel,yes,2007,9
Kia,17777,crossover,1,Petrol,yes,2010,6
Infiniti,27500,crossover,98,Petrol,yes,2008,8
Volkswagen,12900,sedan,157,Gas,yes,2008,8
Volkswagen,12700,van,164,Diesel,yes,2012,4
Chery,2499,sedan,170,Petrol,yes,2008,8
Volkswagen,3300,sedan,200,Petrol,yes,1989,27
Chevrolet,3400,sedan,150,Petrol,yes,2004,12
VAZ,2850,sedan,150,Petrol,yes,2008,8
Nissan,14999,crossover,70,Petrol,yes,2010,6
Renault,5950,sedan,277,Diesel,yes,2005,11
BMW,0,crossover,6,Petrol,yes,2016,0
Hyundai,10900,crossover,97,Diesel,yes,2008,8
Lexus,48000,other,50,Petrol,yes,2009,7
Toyota,14900,hatch,100,Other,yes,2010,6
Toyota,6900,hatch,109,Gas,yes,2007,9
Volkswagen,24000,sedan,105,Diesel,yes,2012,4
UAZ,1000,crossover,3,Petrol,yes,1986,30
Bogdan,4900,sedan,410,Gas,yes,2015,1
Mitsubishi,8400,sedan,147,Petrol,yes,2007,9
Peugeot,13700,hatch,54,Petrol,yes,2013,3
Nissan,12500,crossover,89,Petrol,yes,2011,5
Toyota,9950,sedan,142,Petrol,yes,2008,8
Audi,33900,other,14,Petrol,yes,2014,2
Mitsubishi,6500,sedan,133,Petrol,yes,2007,9
Mercedes-Benz,6800,van,250,Diesel,yes,2003,13
Mercedes-Benz,5400,other,300,Gas,yes,1997,19
Hyundai,27800,crossover,93,Diesel,yes,2012,4
Mazda,26800,sedan,31,Petrol,yes,2015,1
VAZ,2150,hatch,180,Gas,yes,1996,20
Porsche,24900,crossover,88,Petrol,yes,2008,8
ZAZ,5500,sedan,60,Petrol,yes,2013,3
GAZ,1800,sedan,100,Gas,yes,2000,16
Nissan,9960,van,90,Diesel,yes,2013,3
Fiat,9200,vagon,67,Petrol,yes,2013,3
Ford,19700,sedan,57,Petrol,yes,2012,4
VAZ,1350,sedan,233,Petrol,yes,1984,32
Nissan,10900,sedan,120,Petrol,yes,2006,10
Volkswagen,8300,hatch,147,Gas,yes,2006,10
Renault,5000,sedan,200,Petrol,yes,2007,9
Audi,14200,sedan,176,Diesel,yes,2005,11
Daewoo,4600,sedan,35,Petrol,yes,2013,3
Audi,3500,sedan,1,Other,yes,1988,28
Mazda,7500,sedan,169,Petrol,yes,2005,11
Lexus,22499,crossover,165,Gas,yes,2008,8
Mazda,7500,sedan,170,Petrol,yes,2005,11
VAZ,2600,vagon,37,Petrol,yes,2006,10
Toyota,8700,hatch,38,Petrol,yes,2008,8
Subaru,13500,crossover,203,Gas,yes,2008,8
Kia,3499,sedan,220,Petrol,yes,2001,15
Alfa Romeo,2350,vagon,230,Diesel,no,2003,13
Hyundai,12900,sedan,143,Petrol,yes,2010,6
Kia,9447.75,crossover,53,Petrol,yes,2013,3
Citroen,7700,hatch,39,Petrol,yes,2012,4
Opel,4900,sedan,300,Gas,yes,1998,18
Peugeot,13700,hatch,2,Petrol,yes,2016,0
VAZ,3550,hatch,67,Petrol,yes,2008,8
Fiat,6600,van,87,Diesel,yes,2012,4
Hyundai,10100,sedan,150,Gas,yes,2008,8
Kia,7500,sedan,165,Petrol,yes,2006,10
Kia,9850,van,82,Petrol,yes,2009,7
Mercedes-Benz,18500,sedan,143,Petrol,yes,2007,9
Audi,23500,crossover,245,Diesel,yes,2007,9
Mercedes-Benz,5800,van,282,Diesel,yes,2001,15
Audi,33000,crossover,60,Petrol,yes,2011,5
Volkswagen,24500,crossover,62,Diesel,yes,2012,4
Hyundai,20700,sedan,18,Gas,yes,2014,2
Mercedes-Benz,39500,sedan,30,Petrol,yes,2014,2
Toyota,19900,sedan,28,Petrol,yes,2014,2
BMW,36900,crossover,82,Petrol,yes,2010,6
Ford,40000,crossover,12,Other,yes,2014,2
Volkswagen,0,van,277,Diesel,yes,2001,15
VAZ,3600,sedan,189,Gas,yes,2007,9
Porsche,45900,crossover,54,Petrol,yes,2011,5
Bentley,55000,sedan,100,Petrol,yes,2006,10
Audi,35900,sedan,105,Diesel,yes,2014,2
Chevrolet,5300,sedan,196,Other,yes,2007,9
BYD,6000,sedan,64,Gas,yes,2008,8
Toyota,4650,hatch,170,Petrol,yes,2002,14
Toyota,3800,sedan,220,Petrol,yes,1994,22
BYD,6700,hatch,20,Petrol,yes,2012,4
Mercedes-Benz,102800,van,0,Diesel,yes,2016,0
Mitsubishi,7500,sedan,195,Gas,yes,2007,9
Seat,14500,sedan,40,Petrol,yes,2014,2
Hyundai,4300,van,250,Diesel,yes,2001,15
Ford,11200,hatch,67,Petrol,yes,2013,3
Daewoo,3500,sedan,180,Petrol,yes,2004,12
Nissan,1600,vagon,330,Petrol,yes,1984,32
Great Wall,7800,crossover,95,Gas,yes,2008,8
Ford,11950,van,60,Diesel,yes,2015,1
Renault,5899,vagon,189,Diesel,no,2012,4
BMW,8400,sedan,220,Gas,yes,2001,15
Alfa Romeo,15300,sedan,62,Petrol,yes,2009,7
Kia,6300,hatch,89,Petrol,yes,2006,10
Volkswagen,18500,sedan,217,Diesel,yes,2006,10
Chery,4700,sedan,106,Gas,yes,2008,8
Mitsubishi,15700,other,68,Petrol,yes,2011,5
Dacia,5400,sedan,105,Petrol,yes,2009,7
Renault,11111,vagon,190,Diesel,yes,2011,5
Smart,7000,other,42,Petrol,yes,2012,4
VAZ,3899,sedan,67,Petrol,yes,2012,4
Chery,3400,sedan,80,Gas,yes,2009,7
Mercedes-Benz,8200,sedan,260,Diesel,yes,1997,19
Hyundai,5900,hatch,106,Petrol,yes,2006,10
BMW,8850,vagon,280,Diesel,yes,2000,16
Moskvich-AZLK,400,sedan,1,Petrol,yes,1985,31
BMW,13700,sedan,122,Petrol,yes,2007,9
Nissan,19999,crossover,45,Petrol,yes,2013,3
Volkswagen,4100,sedan,88,Gas,yes,1993,23
BMW,4800,vagon,400,Diesel,yes,1994,22
Peugeot,9600,van,66,Diesel,yes,2014,2
Chrysler,2700,van,111,Diesel,no,2003,13
VAZ,2000,sedan,42,Petrol,yes,1987,29
Daewoo,1300,sedan,172,Petrol,no,2000,16
Chevrolet,23900,hatch,33,Other,yes,2014,2
Mercedes-Benz,5900,crossover,271,Diesel,no,2003,13
Mercedes-Benz,4000,crossover,287,Diesel,no,2003,13
Honda,8700,sedan,150,Petrol,yes,2008,8
Renault,7999,van,92,Diesel,yes,2013,3
Nissan,14700,hatch,21,Other,yes,2013,3
BMW,62900,crossover,1,Diesel,yes,2016,0
Bentley,60000,sedan,54,Petrol,yes,2009,7
Land Rover,39900,crossover,124,Petrol,yes,2011,5
BMW,47000,other,5,Petrol,yes,2014,2
Skoda,5800,sedan,250,Petrol,yes,2001,15
Kia,7900,sedan,147,Gas,yes,2008,8
Audi,18400,vagon,151,Diesel,yes,2010,6
BMW,8100,vagon,180,Diesel,no,2011,5
Mazda,4600,sedan,230,Petrol,yes,1997,19
VAZ,1950,other,25,Gas,yes,1998,18
VAZ,4000,hatch,104,Petrol,yes,2008,8
Chevrolet,5800,sedan,172,Other,yes,2008,8
Volkswagen,3600,sedan,320,Gas,yes,1989,27
Chevrolet,5400,sedan,170,Gas,yes,2005,11
BMW,19900,other,218,Petrol,yes,2007,9
BMW,34900,vagon,136,Diesel,yes,2012,4
Lexus,22900,sedan,120,Petrol,yes,2008,8
Fiat,8500,van,200,Diesel,yes,2007,9
ZAZ,899,other,15,Petrol,yes,1991,25
Chevrolet,5700,sedan,80,Petrol,yes,2007,9
Mercedes-Benz,19900,other,52,Petrol,yes,2007,9
Citroen,4999,vagon,200,Diesel,yes,2008,8
Honda,6200,other,170,Petrol,yes,1995,21
Nissan,88888,crossover,0,Diesel,yes,2009,7
BMW,21000,hatch,79,Petrol,yes,2013,3
Mercedes-Benz,2300,hatch,175,Petrol,no,2000,16
Audi,6900,sedan,327,Petrol,yes,1997,19
BMW,6500,sedan,1,Petrol,yes,1995,21
Volkswagen,5300,vagon,259,Gas,yes,1995,21
Mercedes-Benz,1950,sedan,1,Diesel,yes,1979,37
Acura,8550,sedan,145,Petrol,yes,2005,11
Skoda,3650,sedan,210,Diesel,no,2007,9
BMW,45500,sedan,42,Diesel,yes,2014,2
BMW,11700,sedan,270,Diesel,yes,2003,13
Volkswagen,4999,hatch,131,Petrol,yes,2002,14
Opel,5300,hatch,1,Gas,yes,1997,19
Kia,14200,sedan,60,Petrol,yes,2013,3
Ford,3500,van,200,Gas,yes,1989,27
Audi,3700,hatch,420,Diesel,no,2004,12
Dadi,6600,other,105,Petrol,yes,2007,9
Mazda,9300,hatch,130,Other,yes,2008,8
Volkswagen,10800,van,156,Diesel,yes,2012,4
Toyota,9003.15,sedan,43,Petrol,yes,2014,2
Kia,5700,sedan,128,Petrol,yes,2007,9
Fiat,6500,van,123,Petrol,yes,2011,5
BMW,5800,other,400,Petrol,yes,1998,18
Mitsubishi,23900,crossover,1,Petrol,yes,2015,1
Volkswagen,10500,van,176,Diesel,yes,2012,4
Mercedes-Benz,173333,other,0,Petrol,yes,2016,0
Opel,0,vagon,255,Petrol,yes,1994,22
Infiniti,29900,crossover,113,Gas,yes,2008,8
Citroen,3500,van,200,Diesel,yes,1998,18
Opel,5700,sedan,170,Gas,yes,2005,11
UAZ,5500,crossover,20,Gas,yes,1972,44
Daewoo,3500,sedan,110,Petrol,yes,2007,9
Chrysler,4250,sedan,197,Petrol,yes,2004,12
VAZ,0,hatch,1,Gas,yes,1998,18
Skoda,12500,sedan,105,Petrol,yes,2010,6
Skoda,2400,hatch,111,Petrol,yes,1996,20
Renault,10200,other,39,Diesel,yes,2014,2
Volkswagen,13500,sedan,104,Petrol,yes,2010,6
Mitsubishi,6500,crossover,285,Diesel,yes,1991,25
BMW,31000,vagon,15,Other,yes,2015,1
Citroen,4950,vagon,100,Petrol,yes,2003,13
Geely,4600,sedan,74,Gas,yes,2010,6
VAZ,3100,sedan,187,Petrol,yes,2007,9
Fiat,15100,vagon,29,Gas,yes,2014,2
Fiat,5100,van,175,Diesel,yes,2002,14
BMW,4100,sedan,350,Diesel,yes,1992,24
Mitsubishi,9000,crossover,200,Gas,yes,2006,10
Mitsubishi,1450,crossover,245,Diesel,no,1996,20
Audi,17000,crossover,127,Diesel,no,2013,3
BMW,8500,sedan,245,Petrol,yes,2002,14
Ford,56700,other,0,Petrol,yes,2016,0
Hyundai,6400,hatch,79,Petrol,yes,2007,9
Rover,5500,sedan,203,Petrol,yes,2000,16
Opel,6100,sedan,193,Petrol,yes,2007,9
Mercedes-Benz,24500,crossover,236,Petrol,yes,2000,16
VAZ,4700,sedan,16,Petrol,yes,2008,8
Mercedes-Benz,8300,sedan,233,Diesel,yes,2001,15
Skoda,8600,sedan,80,Gas,yes,2008,8
Honda,16200,crossover,92,Gas,yes,2008,8
Toyota,12900,sedan,134,Gas,yes,2007,9
Renault,11700,van,150,Diesel,yes,2012,4
Skoda,8400,sedan,110,Petrol,yes,2008,8
Opel,7000,vagon,115,Diesel,yes,2009,7
Renault,2900,hatch,280,Diesel,no,2005,11
Dodge,3550,sedan,303,Gas,yes,1994,22
Kia,12900,crossover,202,Diesel,yes,2007,9
Daewoo,3450,sedan,134,Petrol,yes,2008,8
Mercedes-Benz,13100,sedan,160,Petrol,yes,2003,13
Mercedes-Benz,4000,sedan,405,Diesel,yes,1992,24
Ford,8200,van,123,Diesel,yes,2008,8
Geely,3700,sedan,68,Petrol,yes,2011,5
Mercedes-Benz,8000,van,40,Diesel,yes,1999,17
Volkswagen,9300,van,154,Gas,yes,2010,6
ZAZ,1800,sedan,120,Petrol,yes,2008,8
SsangYong,16200,crossover,21,Diesel,yes,2014,2
Toyota,14700,hatch,98,Gas,yes,2013,3
Mercedes-Benz,11800,sedan,150,Diesel,yes,2004,12
Mercedes-Benz,42500,sedan,140,Petrol,yes,2011,5
Daewoo,3800,sedan,94,Petrol,yes,2008,8
Mazda,9700,hatch,49,Petrol,yes,2009,7
BMW,11800,crossover,210,Diesel,no,2006,10
VAZ,703.95,sedan,187,Petrol,yes,1985,31
Nissan,3700,sedan,250,Other,yes,1995,21
BMW,3700,sedan,305,Petrol,no,2000,16
Kia,18800,crossover,86,Gas,yes,2012,4
VAZ,5100,crossover,5,Petrol,yes,2000,16
Volkswagen,16450,van,143,Diesel,yes,2012,4
Audi,30500,vagon,152,Diesel,yes,2012,4
Land Rover,83000,crossover,16,Petrol,yes,2015,1
Volkswagen,7800,vagon,289,Diesel,yes,2003,13
Volkswagen,35000,sedan,74,Gas,yes,2011,5
Mercedes-Benz,23500,van,161,Diesel,yes,2011,5
Audi,8700,sedan,202,Gas,yes,1998,18
Land Rover,55000,crossover,75,Diesel,yes,2013,3
Ford,40600,other,0,Diesel,yes,2016,0
Chevrolet,7000,sedan,123,Petrol,yes,2008,8
Peugeot,2700,other,400,Diesel,yes,1995,21
ZAZ,6900,sedan,52,Gas,yes,2013,3
Mercedes-Benz,74900,other,32,Petrol,yes,2007,9
SsangYong,10900,crossover,183,Diesel,yes,2006,10
Ford,36155,crossover,0,Diesel,yes,2016,0
Audi,49900,other,79,Petrol,yes,2007,9
Mitsubishi,11960,other,140,Diesel,yes,2007,9
Peugeot,9000,hatch,108,Diesel,yes,2008,8
Alfa Romeo,2300,sedan,122,Petrol,yes,1991,25
Toyota,26200,crossover,156,Gas,yes,2007,9
Toyota,19200,crossover,190,Gas,yes,2005,11
BMW,2800,sedan,300,Other,yes,1987,29
Geely,6200,sedan,12,Petrol,yes,2013,3
Chevrolet,8000,sedan,49,Petrol,yes,2011,5
Mercedes-Benz,11000,van,300,Diesel,yes,2007,9
Ford,18300,crossover,36,Petrol,yes,2012,4
Chevrolet,4300,sedan,118,Gas,yes,2005,11
Lexus,2990,sedan,200,Petrol,no,1997,19
Volkswagen,34500,crossover,108,Diesel,yes,2012,4
BMW,6499,other,230,Diesel,no,2002,14
Peugeot,4700,sedan,315,Petrol,yes,2003,13
Suzuki,8750,sedan,89,Petrol,yes,2008,8
Audi,0,sedan,166,Gas,yes,2005,11
Audi,53700,crossover,67,Petrol,yes,2013,3
ZAZ,1650,hatch,103,Gas,yes,2002,14
VAZ,6500,crossover,7,Gas,yes,2015,1
Nissan,16600,hatch,13,Other,yes,2014,2
Citroen,13800,hatch,94,Diesel,yes,2013,3
Fiat,6500,van,168,Diesel,yes,2011,5
Volkswagen,4500,vagon,220,Diesel,no,2005,11
Ford,7800,vagon,106,Petrol,yes,2011,5
ZAZ,8436.285,sedan,8,Gas,yes,2015,1
VAZ,2500,sedan,82,Petrol,yes,2007,9
Opel,7100,hatch,201,Gas,yes,2005,11
Opel,10800,van,220,Diesel,yes,2006,10
Audi,15000,sedan,168,Other,yes,2007,9
Nissan,16990,crossover,70,Petrol,yes,2014,2
Mercedes-Benz,42500,sedan,110,Diesel,yes,2011,5
Peugeot,9500,vagon,123,Other,yes,2008,8
Mercedes-Benz,3550,sedan,238,Diesel,no,2001,15
Volkswagen,17200,van,230,Gas,yes,2008,8
Chery,4600,crossover,55,Petrol,yes,2011,5
Toyota,27800,crossover,98,Diesel,yes,2013,3
Opel,7290,sedan,209,Petrol,yes,2004,12
BMW,0,sedan,145,Diesel,yes,2007,9
Audi,14300,sedan,175,Petrol,yes,2006,10
Toyota,26200,other,73,Diesel,yes,2012,4
VAZ,4450,vagon,30,Petrol,yes,2012,4
Honda,16300,crossover,111,Petrol,yes,2008,8
Toyota,17500,hatch,45,Petrol,yes,2014,2
Jaguar,39900,sedan,24,Petrol,yes,2016,0
Volkswagen,10500,other,270,Diesel,yes,2007,9
BMW,10800,other,191,Petrol,yes,2002,14
Mercedes-Benz,35500,sedan,100,Petrol,yes,2010,6
Audi,1750,vagon,330,Diesel,no,1996,20
Volkswagen,12800,other,298,Diesel,yes,2005,11
Chevrolet,6000,crossover,203,Petrol,yes,2007,9
Mitsubishi,12300,other,175,Diesel,yes,2008,8
Volkswagen,10700,vagon,171,Diesel,yes,2010,6
Mercedes-Benz,16555,sedan,159,Gas,yes,2006,10
Citroen,6700,van,108,Diesel,yes,2007,9
Jaguar,10300,sedan,164,Petrol,yes,2006,10
Rolls-Royce,130000,other,43,Petrol,yes,2006,10
BMW,5800,sedan,270,Petrol,yes,1996,20
Renault,4299,vagon,300,Diesel,yes,2003,13
Ford,16600,other,30,Diesel,yes,2013,3
Chevrolet,94400,van,1,Petrol,yes,2014,2
Land Rover,95555,crossover,60,Diesel,yes,2014,2
Geely,9900,sedan,79,Gas,yes,2014,2
Renault,10200,vagon,151,Diesel,yes,2011,5
Chery,6350,crossover,77,Gas,yes,2008,8
Dodge,47000,other,14,Petrol,yes,2009,7
Nissan,7500,sedan,192,Gas,yes,2003,13
Lexus,22500,sedan,120,Petrol,yes,2010,6
Land Rover,46900,crossover,115,Diesel,yes,2012,4
Mercedes-Benz,6999,other,168,Petrol,yes,2001,15
Toyota,8900,crossover,153,Petrol,yes,2003,13
Volvo,5999,sedan,168,Petrol,yes,2000,16
Mercedes-Benz,7500,sedan,187,Gas,yes,2001,15
BMW,12500,crossover,176,Gas,yes,2002,14
Toyota,5500,crossover,188,Petrol,yes,1999,17
Renault,6900,sedan,68,Diesel,yes,2013,3
Mitsubishi,6800,sedan,82,Petrol,yes,2007,9
Land Rover,6900,crossover,167,Gas,yes,2003,13
Honda,7999,sedan,118,Petrol,yes,2007,9
Daewoo,2500,hatch,12,Gas,yes,1998,18
Mercedes-Benz,2100,other,350,Diesel,yes,1988,28
Ferrari,205000,other,12,Petrol,yes,2012,4
Volkswagen,10900,sedan,136,Petrol,yes,2008,8
Renault,9200,hatch,12,Petrol,yes,2013,3
VAZ,1100,sedan,38,Gas,yes,1990,26
Volkswagen,9650,vagon,200,Gas,yes,2009,7
Audi,31500,sedan,80,Petrol,yes,2013,3
Peugeot,15700,vagon,55,Diesel,yes,2012,4
BMW,12800,sedan,140,Petrol,yes,2005,11
BMW,22500,other,100,Petrol,yes,2007,9
Toyota,19800,crossover,44,Petrol,yes,2013,3
Mercedes-Benz,6400,hatch,177,Diesel,no,2008,8
Porsche,54500,sedan,77,Petrol,yes,2012,4
Opel,8500,sedan,230,Petrol,yes,2006,10
BMW,19000,crossover,215,Diesel,yes,2006,10
Skoda,10500,sedan,170,Gas,yes,2008,8
Nissan,13900,hatch,45,Other,yes,2012,4
Audi,69999,crossover,21,Petrol,yes,2015,1
Volkswagen,51900,crossover,30,Diesel,yes,2015,1
Daewoo,4100,sedan,68,Gas,yes,2011,5
Volkswagen,10600,van,240,Diesel,yes,2009,7
Acura,8699,sedan,145,Gas,yes,2005,11
Mitsubishi,11100,crossover,119,Gas,yes,2008,8
BMW,17700,sedan,98,Petrol,yes,2011,5
Chevrolet,12500,sedan,43,Petrol,yes,2012,4
Geely,3100,sedan,69,Petrol,yes,2010,6
Audi,21000,sedan,210,Petrol,yes,2009,7
Skoda,10200,hatch,180,Diesel,yes,2008,8
Other-Retro,12700,crossover,60,Diesel,yes,1987,29
Mercedes-Benz,2500,vagon,122,Petrol,yes,1987,29
BMW,51500,crossover,23,Petrol,yes,2013,3
Chevrolet,12500,sedan,43,Petrol,yes,2012,4
BMW,39900,crossover,82,Petrol,yes,2011,5
Toyota,35900,crossover,84,Diesel,yes,2013,3
Nissan,18500,crossover,42,Petrol,yes,2012,4
Mazda,11999,crossover,110,Petrol,yes,2008,8
Lexus,13999,sedan,128,Petrol,yes,2006,10
Citroen,19900,hatch,103,Diesel,yes,2012,4
Renault,9300,vagon,184,Diesel,yes,2011,5
Nissan,20820,crossover,27,Gas,yes,2015,1
Opel,6490,van,290,Diesel,yes,2004,12
Mercedes-Benz,41500,other,26,Diesel,yes,2013,3
VAZ,3300,sedan,103,Petrol,yes,2006,10
Subaru,4700,sedan,164,Petrol,yes,1998,18
Volkswagen,9599,sedan,88,Petrol,yes,2014,2
Mitsubishi,13200,crossover,124,Gas,yes,2008,8
Toyota,28900,crossover,120,Petrol,yes,2011,5
Mercedes-Benz,11800,van,148,Diesel,yes,2010,6
Hyundai,23999,crossover,62,Diesel,yes,2012,4
Toyota,35555,crossover,40,Petrol,yes,2013,3
Kia,33419.1,crossover,0,Diesel,yes,2015,1
Audi,20500,sedan,106,Petrol,yes,2011,5
Mitsubishi,2800,other,290,Petrol,yes,1990,26
VAZ,3900,hatch,121,Petrol,yes,2008,8
Hyundai,5000,van,5,Diesel,yes,1999,17
Renault,10750,hatch,136,Diesel,yes,2011,5
Dacia,5550,other,124,Gas,yes,2007,9
Subaru,4350,vagon,322,Petrol,yes,1998,18
Peugeot,12500,hatch,80,Diesel,yes,2013,3
BMW,18777,sedan,134,Petrol,yes,2005,11
Volkswagen,1800,sedan,250,Petrol,yes,1991,25
Moskvich-Izh,750,van,100,Petrol,yes,1988,28
Subaru,7600,crossover,132,Petrol,yes,2005,11
Renault,6400,sedan,51,Petrol,yes,2011,5
Honda,1750,sedan,193,Gas,yes,1988,28
Mitsubishi,17499,crossover,149,Gas,yes,2008,8
MINI,11950,hatch,150,Petrol,yes,2008,8
BMW,4950,sedan,1,Petrol,yes,1996,20
Suzuki,8200,crossover,50,Petrol,yes,1990,26
Kia,3000,sedan,155,Gas,yes,2002,14
Skoda,7000,hatch,77,Petrol,yes,2007,9
Nissan,6750,hatch,150,Petrol,yes,2008,8
Toyota,9000,crossover,180,Gas,yes,2003,13
Mercedes-Benz,13200,van,260,Diesel,yes,2008,8
Opel,7800,other,140,Diesel,yes,2008,8
VAZ,3777,other,70,Petrol,yes,2007,9
Daewoo,2700,sedan,250,Petrol,yes,2005,11
VAZ,3950,crossover,120,Gas,yes,2004,12
Mitsubishi,6300,sedan,126,Petrol,yes,2006,10
Ford,23500,other,5,Diesel,yes,2014,2
Honda,9300,crossover,183,Petrol,yes,2004,12
Renault,7300,vagon,200,Diesel,yes,2008,8
Audi,44000,hatch,1,Petrol,yes,2016,0
Renault,8350,other,141,Other,yes,2012,4
Mercedes-Benz,20900,other,250,Diesel,yes,2007,9
Hyundai,13000,sedan,6,Petrol,yes,2012,4
VAZ,537.225,sedan,87,Petrol,yes,1994,22
GAZ,2400,van,120,Gas,yes,2008,8
Nissan,7800,hatch,85,Other,yes,2008,8
Mercedes-Benz,4100,sedan,410,Diesel,yes,1998,18
Toyota,26900,crossover,118,Petrol,yes,2011,5
