,car,price,body,mileage,engType,registration,year,years since
3376,Mercedes-Benz,25700.0,crossover,130,Gas,yes,2008,8
3377,Toyota,18900.0,crossover,90,Petrol,yes,2010,6
3379,Volkswagen,14400.0,van,237,Diesel,yes,2010,6
3380,Toyota,14500.0,sedan,147,Gas,yes,2006,10
3381,VAZ,2350.0,vagon,130,Gas,yes,2006,10
3382,VAZ,6300.0,crossover,48,Petrol,yes,2011,5
3385,BMW,6500.0,vagon,377,Gas,yes,1998,18
3391,BMW,3900.0,sedan,340,Diesel,no,2000,16
3393,Volkswagen,30900.0,sedan,30,Diesel,yes,2014,2
3399,BMW,35500.0,sedan,235,Diesel,yes,2010,6
3404,Mercedes-Benz,4300.0,sedan,280,Petrol,yes,1993,23
3405,Volkswagen,10999.0,other,240,Diesel,yes,2005,11
3411,Mercedes-Benz,154999.0,crossover,0,Petrol,yes,2016,0
3413,BMW,7900.0,sedan,260,Petrol,yes,1997,19
3416,VAZ,2800.0,sedan,2,Petrol,yes,1971,45
3419,Toyota,22700.0,crossover,128,Gas,yes,2007,9
3425,VAZ,1420.0,sedan,450,Petrol,yes,1998,18
3428,VAZ,3000.0,sedan,130,Petrol,yes,2003,13
3430,VAZ,3000.0,hatch,125,Petrol,yes,2003,13
3436,Mercedes-Benz,25500.0,crossover,77,Petrol,yes,2008,8
3443,VAZ,1150.0,sedan,1,Petrol,yes,1989,27
3445,Toyota,8000.0,sedan,176,Petrol,yes,2002,14
3447,Mercedes-Benz,9400.0,van,250,Diesel,yes,2005,11
3448,BMW,9999.0,sedan,200,Petrol,yes,2004,12
3449,Mercedes-Benz,7700.0,sedan,199,Petrol,yes,1996,20
3450,VAZ,3000.0,hatch,152,Petrol,yes,2005,11
3451,VAZ,2700.0,sedan,178,Petrol,yes,2007,9
3452,Mercedes-Benz,14500.0,van,300,Diesel,yes,2005,11
3453,Volkswagen,37900.0,crossover,73,Diesel,yes,2012,4
3454,Volkswagen,11000.0,vagon,127,Diesel,yes,2012,4
3455,Volkswagen,4600.0,other,290,Diesel,yes,1995,21
3456,Volkswagen,51900.0,crossover,30,Diesel,yes,2015,1
3464,Mercedes-Benz,4100.0,crossover,1,Petrol,yes,2007,9
3467,VAZ,2800.0,sedan,120,Gas,yes,2001,15
3470,BMW,4600.0,sedan,280,Other,no,1999,17
3473,Toyota,2600.0,sedan,218,Petrol,yes,1994,22
3474,Mercedes-Benz,10900.0,sedan,360,Gas,yes,2001,15
3477,VAZ,3500.0,sedan,90,Petrol,yes,2008,8
3482,VAZ,2450.0,sedan,184,Petrol,yes,2000,16
3485,VAZ,2600.0,sedan,199,Gas,yes,2000,16
3486,BMW,4500.0,sedan,307,Petrol,yes,1994,22
3488,Toyota,10500.0,hatch,17,Petrol,yes,2016,0
3490,Volkswagen,10950.0,van,177,Diesel,yes,2011,5
3491,BMW,28700.0,sedan,160,Petrol,yes,2011,5
3496,VAZ,1500.0,hatch,77,Gas,yes,1991,25
3497,Mercedes-Benz,1850.0,sedan,281,Diesel,yes,1985,31
3498,Volkswagen,4950.0,vagon,290,Petrol,yes,1996,20
3499,VAZ,3200.0,sedan,160,Petrol,yes,2007,9
3501,VAZ,1299.0,vagon,1,Other,yes,2002,14
3502,BMW,3700.0,sedan,231,Petrol,yes,1990,26
3503,VAZ,1950.0,sedan,92,Gas,yes,1990,26
3504,VAZ,2000.0,sedan,314,Petrol,yes,2001,15
3511,VAZ,460.0,sedan,1,Petrol,yes,1981,35
3514,VAZ,4650.0,sedan,92,Petrol,yes,2011,5
3518,Volkswagen,3600.0,vagon,470,Petrol,yes,1994,22
3519,VAZ,4000.0,sedan,145,Other,yes,2007,9
3523,BMW,2990.0,other,203,Petrol,no,2001,15
3524,BMW,1550.0,sedan,300,Gas,no,1994,22
3525,Mercedes-Benz,2650.0,sedan,470,Gas,yes,1985,31
3526,VAZ,1100.0,crossover,100,Petrol,yes,1992,24
3532,VAZ,3200.0,sedan,188,Petrol,yes,2004,12
3533,Mercedes-Benz,7450.0,sedan,300,Gas,yes,2000,16
3537,VAZ,2800.0,hatch,140,Gas,yes,2002,14
3542,Volkswagen,9400.0,van,124,Gas,yes,2008,8
3543,Volkswagen,9600.0,other,128,Diesel,yes,2010,6
3544,Volkswagen,7500.0,other,360,Diesel,yes,2001,15
3548,Mercedes-Benz,35000.0,crossover,154,Diesel,yes,2008,8
3552,VAZ,4500.0,vagon,65,Petrol,yes,2010,6
3553,VAZ,3300.0,vagon,90,Petrol,yes,2007,9
3554,Mercedes-Benz,32500.0,crossover,168,Diesel,yes,2009,7
3558,VAZ,3297.45,sedan,116,Petrol,yes,2008,8
3560,VAZ,2100.0,hatch,77,Petrol,yes,1992,24
3562,Volkswagen,9000.0,other,217,Diesel,yes,2005,11
3565,Volkswagen,8000.0,other,300,Diesel,yes,2007,9
3569,Toyota,8100.0,hatch,91,Petrol,yes,2007,9
3571,Volkswagen,38365.0,sedan,0,Diesel,yes,2016,0
3573,Volkswagen,29040.0,sedan,0,Petrol,yes,2015,1
3576,VAZ,3400.0,sedan,91,Petrol,yes,2009,7
3582,Mercedes-Benz,15300.0,sedan,240,Diesel,yes,2006,10
3583,VAZ,1500.0,sedan,50,Gas,yes,1974,42
3595,Toyota,28500.0,crossover,38,Diesel,yes,2015,1
3600,VAZ,3400.0,sedan,109,Petrol,yes,2008,8
3601,VAZ,2800.0,sedan,1,Petrol,yes,2005,11
3604,VAZ,3500.0,sedan,8,Other,yes,2010,6
3608,Mercedes-Benz,34000.0,sedan,69,Petrol,yes,2013,3
3611,Toyota,10700.0,sedan,109,Petrol,yes,2007,9
3612,VAZ,800.0,sedan,25,Petrol,yes,1979,37
3613,Mercedes-Benz,169000.0,other,1,Petrol,yes,2015,1
3614,Toyota,9800.0,sedan,65,Petrol,yes,2009,7
3617,Volkswagen,6500.0,van,186,Petrol,yes,2000,16
3628,Mercedes-Benz,8700.0,sedan,210,Petrol,yes,1997,19
3638,BMW,77500.0,crossover,1,Petrol,yes,2016,0
3640,BMW,56500.0,crossover,1,Diesel,yes,2016,0
3642,Toyota,10200.0,sedan,185,Petrol,yes,2007,9
3645,BMW,8900.0,other,253,Petrol,yes,1995,21
3650,Toyota,8700.0,hatch,140,Petrol,yes,2008,8
3652,BMW,28700.0,other,160,Petrol,yes,2011,5
3654,VAZ,3900.0,sedan,140,Petrol,yes,2009,7
3656,Toyota,47500.0,crossover,45,Diesel,yes,2014,2
3657,VAZ,1800.0,other,52,Petrol,yes,2004,12
3658,VAZ,4800.0,crossover,70,Petrol,yes,2008,8
3659,Mercedes-Benz,12700.0,van,193,Diesel,yes,2011,5
3661,VAZ,1750.0,hatch,188,Petrol,yes,1993,23
3662,Volkswagen,10000.0,sedan,90,Petrol,no,2010,6
3664,Volkswagen,2350.0,hatch,182,Diesel,no,1998,18
3665,BMW,21000.0,other,130,Petrol,yes,2006,10
3666,Toyota,21200.0,crossover,135,Gas,yes,2007,9
3669,VAZ,3100.0,sedan,170,Gas,yes,2007,9
3674,BMW,34500.0,other,160,Diesel,yes,2010,6
3675,Toyota,17595.0,sedan,131,Petrol,yes,2011,5
3676,Mercedes-Benz,55000.0,crossover,120,Petrol,yes,2008,8
3677,Volkswagen,10900.0,sedan,273,Petrol,yes,2006,10
3678,Volkswagen,3500.0,other,304,Diesel,no,2006,10
3679,Mercedes-Benz,21300.0,crossover,143,Diesel,yes,2007,9
3680,VAZ,2900.0,other,90,Petrol,yes,2010,6
3682,Mercedes-Benz,17977.0,van,322,Diesel,yes,2007,9
3687,Volkswagen,6700.0,van,300,Diesel,yes,1997,19
3688,VAZ,2750.0,sedan,300,Petrol,yes,2002,14
3690,VAZ,2350.0,vagon,50,Petrol,yes,2000,16
3692,VAZ,3600.0,sedan,140,Gas,yes,2007,9
3693,VAZ,1350.0,hatch,100,Petrol,yes,1987,29
3694,VAZ,3600.0,hatch,161,Gas,yes,2007,9
3696,VAZ,3300.0,sedan,96,Gas,yes,2008,8
3697,Volkswagen,8700.0,other,357,Diesel,yes,2003,13
3705,Volkswagen,1700.0,hatch,247,Petrol,no,1999,17
3712,BMW,12300.0,sedan,140,Petrol,yes,2005,11
3716,BMW,57777.0,other,40,Diesel,yes,2012,4
3719,Mercedes-Benz,19500.0,crossover,172,Other,yes,2008,8
3721,VAZ,4000.0,sedan,147,Gas,yes,2009,7
3739,Mercedes-Benz,22900.0,sedan,131,Gas,yes,2008,8
3741,BMW,38000.0,crossover,223,Diesel,yes,2011,5
3742,Volkswagen,6800.0,van,170,Gas,no,2011,5
3743,VAZ,900.0,sedan,1,Gas,yes,1986,30
3744,VAZ,1300.0,sedan,170,Gas,yes,2007,9
3747,VAZ,2900.0,sedan,32,Petrol,yes,2008,8
3753,Toyota,4500.0,hatch,207,Petrol,yes,1995,21
3754,BMW,7400.0,sedan,290,Petrol,yes,2000,16
3755,VAZ,6400.0,sedan,73,Petrol,yes,2011,5
3757,Mercedes-Benz,25000.0,van,156,Other,yes,2012,4
3759,Volkswagen,4400.0,other,145,Diesel,yes,1993,23
3763,BMW,8800.0,sedan,287,Petrol,yes,2001,15
3764,Volkswagen,14900.0,van,170,Diesel,yes,2012,4
3767,VAZ,1950.0,sedan,160,Gas,yes,2005,11
3772,Toyota,14300.0,hatch,60,Petrol,yes,2013,3
3774,VAZ,2900.0,sedan,140,Gas,yes,2006,10
3778,Mercedes-Benz,8300.0,van,337,Diesel,yes,2002,14
3779,VAZ,4150.0,sedan,84,Petrol,yes,2009,7
3780,Toyota,8200.0,hatch,82,Petrol,yes,2006,10
3783,VAZ,4850.0,vagon,83,Gas,yes,2010,6
3787,VAZ,3000.0,crossover,169,Petrol,yes,2001,15
3788,Volkswagen,10900.0,van,240,Diesel,yes,2007,9
3790,BMW,4500.0,sedan,300,Diesel,yes,2000,16
3795,VAZ,3000.0,hatch,112,Petrol,yes,2003,13
3802,Volkswagen,12999.0,van,237,Diesel,yes,2005,11
3806,BMW,4999.0,sedan,327,Diesel,no,2001,15
3807,BMW,8999.0,sedan,250,Petrol,yes,2001,15
3809,VAZ,1500.0,hatch,200,Petrol,yes,1992,24
3810,VAZ,1300.0,hatch,28,Petrol,yes,1991,25
3811,VAZ,3750.0,sedan,74,Petrol,yes,2012,4
3816,BMW,47500.0,sedan,0,Diesel,yes,2016,0
3817,Toyota,17200.0,sedan,50,Petrol,yes,2013,3
3819,BMW,48535.5,crossover,0,Diesel,yes,2016,0
3820,BMW,43163.25,crossover,0,Diesel,yes,2016,0
3822,BMW,43719.0,crossover,0,Petrol,yes,2016,0
3823,BMW,64500.0,crossover,1,Diesel,yes,2016,0
3825,Mercedes-Benz,13900.0,other,272,Diesel,yes,2005,11
3826,Mercedes-Benz,5500.0,van,285,Diesel,yes,1999,17
3831,VAZ,3550.0,sedan,75,Petrol,yes,2006,10
3835,Volkswagen,6000.0,vagon,250,Diesel,yes,1995,21
3840,VAZ,3800.0,crossover,2,Gas,yes,1995,21
3841,BMW,8000.0,sedan,194,Petrol,yes,1985,31
3845,Toyota,8000.0,hatch,115,Petrol,yes,2007,9
3862,VAZ,2799.0,sedan,120,Gas,yes,2004,12
3867,VAZ,4800.0,sedan,7,Gas,yes,2013,3
3868,Volkswagen,7800.0,vagon,193,Diesel,yes,2002,14
3870,Toyota,2800.0,other,421,Gas,yes,1988,28
3873,VAZ,5250.0,sedan,56,Gas,yes,2008,8
3881,Volkswagen,10000.0,sedan,66,Petrol,yes,2011,5
3882,VAZ,3000.0,crossover,47,Gas,yes,1982,34
3885,Toyota,7500.0,hatch,135,Petrol,yes,2008,8
3886,Mercedes-Benz,57000.0,crossover,3,Diesel,yes,2015,1
3892,VAZ,2408.25,sedan,46,Gas,yes,1996,20
3893,VAZ,2700.0,sedan,150,Gas,yes,2008,8
3900,VAZ,650.0,sedan,17,Petrol,yes,1988,28
3902,Mercedes-Benz,43900.0,crossover,89,Diesel,yes,2012,4
3906,VAZ,1750.0,vagon,120,Petrol,yes,2004,12
3909,Mercedes-Benz,219900.0,crossover,33,Petrol,yes,2013,3
3911,BMW,8900.0,sedan,294,Gas,yes,2000,16
3913,Volkswagen,11450.0,van,140,Diesel,yes,2010,6
3915,VAZ,2900.0,crossover,1,Petrol,yes,1979,37
3916,Toyota,3500.0,sedan,286,Petrol,yes,2000,16
3918,Mercedes-Benz,75500.0,van,14,Diesel,yes,2015,1
3927,Mercedes-Benz,52777.0,sedan,60,Diesel,yes,2012,4
3928,Volkswagen,6500.0,other,547,Diesel,yes,1998,18
3929,VAZ,1300.0,sedan,31,Petrol,yes,1986,30
3951,Volkswagen,6450.0,van,220,Other,yes,2004,12
3955,BMW,7300.0,sedan,350,Petrol,yes,1997,19
3956,VAZ,1000.0,sedan,200,Petrol,yes,1978,38
3961,Mercedes-Benz,135555.0,sedan,54,Petrol,yes,2015,1
3962,Toyota,10300.0,sedan,108,Petrol,yes,2008,8
3966,Toyota,14850.0,hatch,51,Petrol,yes,2013,3
3968,Volkswagen,13500.0,hatch,48,Petrol,yes,2012,4
3969,BMW,2250.0,sedan,300,Petrol,no,1997,19
3980,Volkswagen,14999.0,vagon,128,Gas,yes,2011,5
3982,Volkswagen,7400.0,van,168,Diesel,yes,2005,11
3984,Volkswagen,2900.0,vagon,243,Diesel,no,1999,17
3985,Toyota,600.0,sedan,10,Petrol,yes,1979,37
3987,Toyota,20500.0,crossover,225,Gas,yes,2003,13
3995,BMW,13900.0,other,80,Petrol,yes,2002,14
3996,VAZ,1390.0,hatch,130,Other,yes,1990,26
3997,Volkswagen,67622.5485,crossover,0,Diesel,yes,2016,0
3998,VAZ,3000.0,sedan,160,Petrol,yes,2008,8
4003,Volkswagen,6300.0,van,1,Diesel,yes,2000,16
4004,BMW,65000.0,crossover,0,Diesel,yes,2016,0
4006,Toyota,9700.0,sedan,130,Petrol,yes,2008,8
4010,Toyota,13500.0,sedan,158,Gas,yes,2008,8
4012,Mercedes-Benz,28500.0,crossover,210,Diesel,yes,2007,9
4016,Mercedes-Benz,87777.0,van,0,Diesel,yes,2016,0
4017,VAZ,3000.0,hatch,150,Petrol,yes,1994,22
4018,Mercedes-Benz,199999.0,crossover,0,Petrol,yes,2016,0
4019,VAZ,1300.0,other,1,Petrol,yes,1988,28
4023,BMW,3650.0,sedan,300,Petrol,yes,1990,26
4024,BMW,53999.0,sedan,80,Diesel,yes,2012,4
4025,Volkswagen,9750.0,hatch,130,Petrol,yes,2005,11
4030,Toyota,10400.0,sedan,87,Petrol,yes,2008,8
4031,Volkswagen,7600.0,hatch,225,Petrol,yes,2004,12
4032,Mercedes-Benz,6999.0,sedan,330,Petrol,yes,1997,19
4034,Toyota,9950.0,sedan,106,Gas,yes,2008,8
4035,Volkswagen,8500.0,van,220,Diesel,yes,2003,13
4039,Toyota,14299.0,sedan,83,Petrol,yes,2009,7
4041,BMW,3800.0,sedan,100,Petrol,yes,1992,24
4043,VAZ,3300.0,sedan,120,Petrol,yes,2007,9
4044,Volkswagen,10200.0,van,105,Diesel,yes,2014,2
4047,VAZ,3450.0,sedan,93,Petrol,yes,2007,9
4051,VAZ,1750.0,sedan,127,Other,yes,2003,13
4056,VAZ,4400.0,hatch,73,Gas,yes,2011,5
4060,BMW,27800.0,crossover,140,Diesel,yes,2009,7
4063,Volkswagen,9200.0,vagon,171,Petrol,yes,2008,8
4068,Volkswagen,2650.0,hatch,280,Petrol,yes,1987,29
4069,VAZ,3850.0,sedan,135,Petrol,yes,2007,9
4071,BMW,34900.0,crossover,65,Petrol,yes,2013,3
4078,Toyota,10600.0,crossover,185,Gas,yes,2005,11
4081,Volkswagen,8400.0,hatch,60,Petrol,yes,2007,9
4083,Volkswagen,6000.0,van,419,Diesel,yes,1995,21
4086,Mercedes-Benz,23900.0,sedan,96,Petrol,yes,2009,7
4091,Volkswagen,19999.0,van,152,Diesel,yes,2012,4
4097,VAZ,3599.0,sedan,185,Petrol,yes,2009,7
4098,Mercedes-Benz,7300.0,other,250,Diesel,yes,2005,11
4099,Volkswagen,3500.0,hatch,201,Diesel,no,2002,14
4100,Volkswagen,5800.0,sedan,200,Petrol,yes,2000,16
4101,VAZ,4100.0,hatch,160,Petrol,yes,2008,8
4106,VAZ,1900.0,sedan,100,Other,yes,1993,23
4115,Volkswagen,17500.0,sedan,144,Petrol,yes,2012,4
4120,Toyota,9200.0,sedan,115,Gas,yes,2008,8
4129,VAZ,2500.0,sedan,187,Gas,yes,2005,11
4131,Volkswagen,10000.0,sedan,98,Petrol,yes,2013,3
4132,Toyota,18800.0,sedan,47,Petrol,yes,2009,7
4140,Volkswagen,3700.0,crossover,267,Diesel,no,2000,16
4147,Volkswagen,5000.0,vagon,265,Diesel,no,2006,10
4149,BMW,4500.0,vagon,360,Petrol,yes,1993,23
4150,Volkswagen,7990.0,sedan,180,Gas,yes,2005,11
4153,VAZ,5200.0,sedan,88,Other,yes,2011,5
4156,Volkswagen,8800.0,hatch,168,Diesel,yes,2013,3
4159,Volkswagen,6000.0,hatch,195,Gas,yes,2004,12
4162,BMW,28000.0,other,100,Petrol,yes,2005,11
4166,VAZ,1799.0,sedan,5,Gas,yes,1987,29
4169,Toyota,6500.0,sedan,248,Petrol,yes,2001,15
4170,VAZ,3000.0,sedan,88,Petrol,yes,2006,10
4175,Mercedes-Benz,5000.0,sedan,350,Other,yes,1995,21
4182,Mercedes-Benz,8700.0,sedan,196,Gas,yes,2000,16
4184,Volkswagen,7700.0,vagon,287,Diesel,yes,2002,14
4187,BMW,32500.0,sedan,148,Petrol,yes,2011,5
4188,VAZ,926.25,vagon,200,Petrol,yes,1999,17
4193,Mercedes-Benz,40000.0,crossover,152,Gas,yes,2006,10
4195,BMW,3500.0,sedan,280,Petrol,no,1996,20
4196,VAZ,1450.0,sedan,13,Petrol,yes,1996,20
4197,BMW,17500.0,crossover,210,Diesel,yes,2005,11
4198,Toyota,28500.0,crossover,97,Petrol,yes,2012,4
4200,Mercedes-Benz,11900.0,sedan,110,Petrol,yes,2004,12
4203,Toyota,6900.0,hatch,92,Petrol,yes,2006,10
4204,Volkswagen,31310.0,van,0,Diesel,yes,2014,2
4206,Mercedes-Benz,3250.0,sedan,250,Diesel,no,2002,14
4207,Volkswagen,11818.95,sedan,1,Petrol,yes,2014,2
4208,Volkswagen,3500.0,sedan,3,Petrol,yes,1991,25
4210,BMW,85900.0,crossover,19,Diesel,yes,2015,1
4212,Volkswagen,10493.0,other,1,Petrol,yes,2014,2
4213,Mercedes-Benz,28000.0,other,250,Diesel,yes,2008,8
4216,BMW,5000.0,other,300,Petrol,yes,1994,22
4228,VAZ,1250.0,hatch,117,Gas,yes,2005,11
4231,Toyota,7500.0,hatch,74,Petrol,yes,2008,8
4232,BMW,12090.0,hatch,145,Petrol,yes,2010,6
4237,Toyota,51500.0,crossover,70,Diesel,yes,2015,1
4239,Mercedes-Benz,38500.0,sedan,134,Diesel,yes,2010,6
4241,Volkswagen,2600.0,van,10,Diesel,yes,1988,28
4244,Volkswagen,52300.0,crossover,19,Diesel,yes,2014,2
4247,BMW,26500.0,sedan,70,Petrol,yes,2008,8
4249,BMW,139000.0,crossover,0,Petrol,yes,2016,0
4251,Mercedes-Benz,3750.0,vagon,330,Gas,yes,1995,21
4256,BMW,23500.0,crossover,74,Petrol,yes,2010,6
4258,VAZ,1700.0,hatch,57,Petrol,yes,1992,24
4263,Toyota,88000.0,crossover,3,Diesel,yes,2016,0
4266,VAZ,4000.0,sedan,146,Gas,yes,2007,9
4269,BMW,24500.0,crossover,195,Petrol,yes,2007,9
4270,Mercedes-Benz,23700.0,sedan,86,Gas,yes,2013,3
4272,BMW,66500.0,crossover,0,Other,yes,2016,0
4273,Volkswagen,21900.0,sedan,107,Diesel,yes,2009,7
4277,Volkswagen,6950.0,other,217,Diesel,yes,2006,10
4281,Volkswagen,6700.0,van,16,Diesel,yes,2005,11
4291,Mercedes-Benz,14800.0,sedan,218,Diesel,yes,2004,12
4303,Volkswagen,24000.0,sedan,3,Diesel,yes,2016,0
4306,VAZ,3000.0,sedan,140,Petrol,yes,2002,14
4308,Toyota,11550.0,sedan,95,Petrol,yes,2007,9
4311,Mercedes-Benz,13500.0,van,97,Diesel,yes,2013,3
4313,Mercedes-Benz,12500.0,sedan,230,Petrol,yes,2002,14
4315,Toyota,20500.0,sedan,105,Petrol,yes,2013,3
4323,Volkswagen,8900.0,sedan,62,Petrol,yes,2012,4
4325,Mercedes-Benz,300000.0,sedan,68,Petrol,yes,2011,5
4326,Toyota,19400.0,crossover,88,Petrol,yes,2011,5
4335,BMW,27900.0,crossover,140,Diesel,yes,2009,7
4339,Mercedes-Benz,7700.0,sedan,285,Diesel,yes,1999,17
4340,VAZ,4100.0,crossover,117,Petrol,yes,2008,8
4342,VAZ,3150.0,hatch,95,Gas,yes,2008,8
4343,VAZ,5300.0,sedan,62,Petrol,yes,2012,4
4350,Toyota,13200.0,sedan,38,Petrol,yes,2014,2
4351,Toyota,23700.0,sedan,100,Gas,yes,2014,2
4354,Volkswagen,9200.0,van,248,Diesel,yes,2007,9
4360,Mercedes-Benz,13500.0,van,290,Diesel,yes,2007,9
4362,Mercedes-Benz,83000.0,crossover,70,Diesel,yes,2013,3
4364,Volkswagen,23300.0,sedan,115,Petrol,yes,2012,4
4365,Mercedes-Benz,6500.0,other,315,Petrol,yes,1996,20
4366,VAZ,3000.0,sedan,99,Petrol,yes,1990,26
4369,Mercedes-Benz,24750.0,sedan,212,Petrol,yes,2006,10
4374,Toyota,14000.0,sedan,1,Petrol,yes,2008,8
4376,Mercedes-Benz,13000.0,other,247,Diesel,yes,2012,4
4378,Volkswagen,9400.0,hatch,187,Petrol,yes,2008,8
4383,Volkswagen,5900.0,sedan,217,Petrol,yes,1999,17
4385,Mercedes-Benz,7700.0,sedan,230,Petrol,yes,2001,15
4386,Volkswagen,12700.0,van,75,Petrol,yes,2012,4
4389,Mercedes-Benz,12700.0,other,198,Diesel,yes,2011,5
4390,Volkswagen,10300.0,hatch,110,Diesel,yes,2008,8
4392,Mercedes-Benz,18700.0,sedan,105,Petrol,yes,2006,10
4395,Volkswagen,17200.0,crossover,220,Diesel,yes,2006,10
4398,Volkswagen,6400.0,van,312,Diesel,yes,2000,16
4400,Volkswagen,21500.0,sedan,2,Diesel,yes,2016,0
4406,Mercedes-Benz,31000.0,crossover,220,Diesel,yes,2008,8
4407,Volkswagen,9600.0,van,148,Diesel,yes,2011,5
4410,Toyota,21900.0,crossover,110,Gas,yes,2006,10
4413,Toyota,9300.0,sedan,107,Gas,yes,2007,9
4415,Mercedes-Benz,40500.0,crossover,54,Petrol,yes,2011,5
4417,Toyota,12800.0,sedan,181,Petrol,yes,2008,8
4419,VAZ,1799.0,sedan,95,Petrol,yes,2003,13
4420,Volkswagen,22500.0,other,200,Petrol,yes,2011,5
4421,Toyota,9500.0,sedan,125,Petrol,yes,2009,7
4424,VAZ,5250.0,hatch,82,Gas,yes,2012,4
4428,BMW,2700.0,sedan,220,Petrol,no,2002,14
4429,Mercedes-Benz,2150.0,sedan,360,Diesel,no,1997,19
4431,Volkswagen,9500.0,van,188,Diesel,yes,2006,10
4435,Volkswagen,15850.0,crossover,98,Diesel,yes,2008,8
4444,Toyota,3300.0,van,345,Diesel,yes,1992,24
4450,Volkswagen,4999.0,sedan,145,Petrol,yes,2000,16
4453,Volkswagen,20300.0,other,30,Petrol,yes,2013,3
4456,Mercedes-Benz,14200.0,crossover,210,Gas,yes,2004,12
4466,Mercedes-Benz,58999.0,crossover,0,Diesel,yes,2016,0
4467,Mercedes-Benz,40500.0,sedan,108,Petrol,yes,2010,6
4470,BMW,8100.0,sedan,246,Diesel,yes,2000,16
4472,Toyota,11300.0,sedan,260,Gas,yes,2007,9
4474,Mercedes-Benz,16500.0,other,260,Diesel,yes,2011,5
4477,Mercedes-Benz,11700.0,crossover,284,Diesel,yes,2004,12
4481,BMW,23900.0,crossover,60,Petrol,yes,2013,3
4483,Toyota,29900.0,crossover,117,Diesel,yes,2008,8
4494,VAZ,800.0,sedan,156,Petrol,yes,1985,31
4502,Toyota,43999.0,other,0,Diesel,yes,2016,0
4505,Toyota,42900.0,crossover,51,Diesel,yes,2013,3
4507,Mercedes-Benz,8900.0,other,213,Other,yes,1999,17
4508,BMW,34900.0,crossover,110,Petrol,yes,2010,6
4509,Toyota,61990.0,crossover,68,Diesel,yes,2012,4
4511,Toyota,20900.0,crossover,180,Gas,yes,2004,12
4512,BMW,44000.0,crossover,80,Diesel,yes,2012,4
4515,BMW,60500.0,crossover,1,Diesel,yes,2016,0
4517,VAZ,2500.0,hatch,217,Petrol,yes,2002,14
4519,Volkswagen,17650.0,sedan,110,Petrol,yes,2012,4
4523,Volkswagen,10200.0,sedan,129,Petrol,yes,2006,10
4526,Mercedes-Benz,11500.0,sedan,224,Gas,yes,2003,13
4527,BMW,8900.0,sedan,250,Petrol,yes,2000,16
4530,VAZ,4600.0,vagon,133,Gas,yes,2011,5
4534,Volkswagen,1900.0,hatch,300,Diesel,no,1999,17
4538,Volkswagen,7300.0,hatch,117,Petrol,yes,2007,9
4540,Mercedes-Benz,2500.0,sedan,111,Gas,yes,1992,24
4541,Volkswagen,12400.0,other,248,Diesel,yes,2007,9
4542,VAZ,2400.0,sedan,167,Gas,yes,1997,19
4547,Volkswagen,8700.0,sedan,270,Diesel,yes,2009,7
4548,Mercedes-Benz,35500.0,other,99,Diesel,yes,2011,5
4560,Toyota,9800.0,sedan,123,Petrol,yes,2008,8
4561,VAZ,1500.0,sedan,23,Petrol,yes,1985,31
4564,Toyota,15400.0,sedan,152,Gas,yes,2007,9
4568,Volkswagen,4000.0,hatch,105,Other,yes,2013,3
4571,Mercedes-Benz,6100.0,sedan,300,Diesel,no,2004,12
4573,VAZ,4200.0,hatch,57,Gas,yes,2010,6
4574,Volkswagen,10300.0,other,215,Other,yes,2007,9
4579,Volkswagen,5400.0,other,314,Diesel,yes,1993,23
4582,Toyota,14700.0,vagon,98,Gas,yes,2008,8
4584,Volkswagen,2300.0,hatch,320,Gas,yes,1989,27
4585,VAZ,2800.0,sedan,153,Other,yes,2007,9
4587,Mercedes-Benz,13600.0,sedan,115,Petrol,yes,2007,9
4590,BMW,45000.0,sedan,29,Diesel,yes,2016,0
4591,Mercedes-Benz,4500.0,sedan,240,Other,no,2005,11
4595,Volkswagen,8950.0,van,206,Diesel,yes,2012,4
4602,Toyota,15500.0,crossover,130,Petrol,yes,2008,8
4603,VAZ,3400.0,other,133,Petrol,yes,2007,9
4607,Mercedes-Benz,17200.0,sedan,180,Diesel,yes,2006,10
4608,BMW,25000.0,crossover,130,Diesel,yes,2012,4
4610,Mercedes-Benz,1999.0,sedan,400,Diesel,no,2000,16
4611,Mercedes-Benz,27300.0,crossover,149,Petrol,yes,2009,7
4616,VAZ,4300.0,other,51,Petrol,yes,2012,4
4617,VAZ,4850.0,other,35,Petrol,yes,2013,3
4618,VAZ,4000.0,crossover,80,Petrol,yes,2006,10
4621,Volkswagen,13950.0,hatch,104,Petrol,yes,2012,4
4622,Volkswagen,7400.0,sedan,178,Gas,yes,2001,15
4624,VAZ,2200.0,sedan,45,Petrol,yes,1992,24
4625,Mercedes-Benz,13566.0,other,171,Other,no,2011,5
4628,VAZ,2900.0,sedan,160,Petrol,yes,2005,11
4630,VAZ,5200.0,sedan,27,Petrol,yes,2011,5
4631,Volkswagen,3000.0,vagon,275,Diesel,no,2001,15
4632,VAZ,3800.0,sedan,150,Petrol,yes,2008,8
4636,Volkswagen,1500.0,sedan,265,Petrol,yes,1988,28
4641,Mercedes-Benz,7300.0,sedan,245,Gas,yes,1998,18
4644,Toyota,8900.0,sedan,154,Gas,yes,2008,8
4650,Toyota,6950.0,sedan,192,Petrol,yes,2003,13
4651,Mercedes-Benz,15200.0,sedan,170,Gas,yes,2007,9
